Time SenderId SenderProto ReceiverId ReceiverProto   Commodity        Quantity           
262  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
263  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
263  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
264  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
264  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
265  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.3333         
265  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
266  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
266  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.3333         
267  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
267  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
268  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
268  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
269  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
269  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
270  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
270  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
271  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
271  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
272  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
272  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
273  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
273  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
274  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
274  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
275  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
275  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
276  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
276  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
277  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
277  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
278  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
278  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
279  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
279  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
280  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.3333         
280  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
281  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
281  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.3333         
282  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
282  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
283  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
283  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
284  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
284  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
285  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
285  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
286  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
286  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
287  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
287  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
288  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
288  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
289  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
289  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
290  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
290  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
291  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
291  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
292  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
292  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
293  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
293  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
294  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
294  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
295  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.3333         
295  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
296  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
296  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.3333         
297  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
297  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
298  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
298  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
299  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
