Time SenderId SenderProto   ReceiverId ReceiverProto     Commodity          Quantity               
1021 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1022 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1023 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1024 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1025 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1026 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1027 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1028 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1029 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1030 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1031 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1032 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1033 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1034 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1035 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1036 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1037 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1038 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1039 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1040 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1041 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1042 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1043 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1044 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1045 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1046 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1047 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1048 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1049 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1050 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1051 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1052 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1053 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1054 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1055 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1056 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1057 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1058 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1059 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1060 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1061 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1062 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1063 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1064 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1065 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1066 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1067 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1068 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1069 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1070 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1071 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1072 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1073 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1074 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1075 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1076 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1077 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1078 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1079 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1080 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1081 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1082 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 52430                  
1083 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1084 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1085 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1086 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1087 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1088 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1089 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1090 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1091 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1092 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1093 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1094 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1095 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1096 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1097 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1098 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1099 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1100 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1101 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1102 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1103 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1104 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1105 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1106 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 67410                  
1107 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1108 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1109 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1110 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1111 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1112 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1113 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1114 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1115 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1116 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1117 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1118 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 74900                  
1119 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1120 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1121 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1122 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1123 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1124 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1125 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1126 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1127 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1128 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1129 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1130 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 59920                  
1131 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1132 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1133 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1134 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1135 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1136 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1137 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1138 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1139 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1140 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1141 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1142 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1143 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1144 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1145 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1146 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1147 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1148 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1149 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1150 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1151 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1152 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1153 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1154 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 82389.99999999999      
1155 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1156 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1157 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1158 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1159 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1160 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1161 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1162 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1163 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1164 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1165 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1166 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 104860                 
1167 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1168 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1169 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1170 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1171 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1172 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1173 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1174 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1175 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1176 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1177 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1178 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 97370.00000000001      
1179 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1180 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1181 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1182 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1183 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1184 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1185 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1186 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1187 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1188 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1189 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1190 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 112350                 
1191 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1192 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1193 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1194 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1195 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1196 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1197 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1198 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1199 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1200 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1201 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1202 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1203 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1204 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1205 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1206 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1207 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1208 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1209 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1210 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1211 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1212 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1213 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1214 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1215 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1216 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1217 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1218 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1219 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1220 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1221 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1222 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1223 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1224 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1225 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1226 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1227 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1228 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1229 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1230 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1231 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1232 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1233 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1234 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1235 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1236 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1237 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1238 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 119840                 
1239 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1240 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1241 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1242 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1243 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1244 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1245 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1246 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1247 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1248 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1249 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1250 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1251 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1252 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1253 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1254 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1255 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1256 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1257 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1258 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1259 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1260 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1261 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1262 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1263 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1264 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1265 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1266 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1267 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1268 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1269 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1270 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1271 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1272 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1273 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1274 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 134820                 
1275 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1276 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1277 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1278 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1279 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1280 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1281 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1282 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1283 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1284 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1285 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1286 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 127329.99999999999     
1287 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 262150                 
1288 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1289 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1290 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1291 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1292 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1293 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1294 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1295 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1296 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1297 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1298 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 142310                 
1299 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1300 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 262150                 
1301 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1302 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1303 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1304 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1305 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1306 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1307 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1308 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1309 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1310 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1311 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 284620                 
1312 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1313 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 262150                 
1314 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1315 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1316 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1317 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1318 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1319 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1320 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1321 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1322 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 172270                 
1323 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 277130                 
1324 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 284620                 
1325 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1326 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 262150                 
1327 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1328 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1329 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1330 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1331 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1332 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1333 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1334 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 164779.99999999997     
1335 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 299600                 
1336 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 277130                 
1337 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 284620                 
1338 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1339 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 262150                 
1340 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 239680                 
1341 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1342 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1343 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 254659.99999999997     
1344 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 224700                 
1345 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 247170                 
1346 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 179760.00000000003     
1347 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 292110                 
1348 75       SFR_A_storage 68         SFR_A_separations SFR_A_spent_stored 299600                 
